premise,hypothesis,gpt_reply
"das Design, wir waren besorgt, dass die Zahlung genehmigt werden würde, bevor bestätigt wurde, dass die Reise tatsächlich stattgefunden hat.","Wir dachten, die Zahlung könnte vor der Verifizierung durchgeführt werden.","entailment
"
"das Design, wir waren besorgt, dass die Zahlung genehmigt werden würde, bevor bestätigt wurde, dass die Reise tatsächlich stattgefunden hat.","Wir dachten, dass die Zahlung zu früh durchgehen könnte und, dass wir betrogen werden würden.","entailment
"
"Technologie ist hochgradig in die Geschäftsprozesse in diesen Organisationen integriert, da Technologie als Ermöglicher für das Unternehmen betrachtet wird und nicht nur als Werkzeug.","Fortschrittliche Planungssoftware ist eine der Schlüsseltechnologien, auf die sich Unternehmen konzentrieren.","entailment
"
"Technologie ist hochgradig in die Geschäftsprozesse in diesen Organisationen integriert, da Technologie als Ermöglicher für das Unternehmen betrachtet wird und nicht nur als Werkzeug.",Technologie ist nur ein Hilfsmittel und kein Wachstumstreiber.,"contradiction
"
"Technologie ist hochgradig in die Geschäftsprozesse in diesen Organisationen integriert, da Technologie als Ermöglicher für das Unternehmen betrachtet wird und nicht nur als Werkzeug.",Diese Unternehmen legen großen Wert auf Technologie.,"entailment
"
Zwei Konzepte die häufig in Literatur auftreten könnten für die künftige Forschung hilfreich sein.,Die Literatur kann die Art wie wir Proben testen ändern.,"neutral
"
Zwei Konzepte die häufig in Literatur auftreten könnten für die künftige Forschung hilfreich sein.,Die Literatur kann die Forschung in Zukunft verändern.,"entailment
"
Zwei Konzepte die häufig in Literatur auftreten könnten für die künftige Forschung hilfreich sein.,"Es gibt nichts anderes zu tun, um die Forschung zu verändern.","contradiction
"
Die aus Kartons gezeichnete Linien zeigen den gesamt Wohlfahrtsniveau von allen Mailers an und die aus Diamanten gezeichnete Linien zeigen die technischen Verluste (falls negativ) wenn die Arbeit zu einer anderen Partei verlagert ist.,"Die Zeilen berechnen, dass das Wohlstandsniveau der Versender 10% beträgt.","neutral
"
Die aus Kartons gezeichnete Linien zeigen den gesamt Wohlfahrtsniveau von allen Mailers an und die aus Diamanten gezeichnete Linien zeigen die technischen Verluste (falls negativ) wenn die Arbeit zu einer anderen Partei verlagert ist.,Die Linien zeigen nichts anderes als die Route.,"contradiction
"
Die aus Kartons gezeichnete Linien zeigen den gesamt Wohlfahrtsniveau von allen Mailers an und die aus Diamanten gezeichnete Linien zeigen die technischen Verluste (falls negativ) wenn die Arbeit zu einer anderen Partei verlagert ist.,"Die Schlangen zeigen, wieviel Sozialhilfe es über all in den mailers gibt.","contradiction
"
"Auf der Grundlage dieser Risikobewertung hat Centrelink eine Reihe spezifischer Präventionsstrategien entwickelt, die darauf abzielen, die Begünstigten und Arbeitgeber in Bezug auf die Meldepflichten zu sensibilisieren.",Centrelink wusste nicht wie man dieses Problem angeht.,"contradiction
"
"Auf der Grundlage dieser Risikobewertung hat Centrelink eine Reihe spezifischer Präventionsstrategien entwickelt, die darauf abzielen, die Begünstigten und Arbeitgeber in Bezug auf die Meldepflichten zu sensibilisieren.","Centrelink hatte eine Menge Strategien, um Menschen beizubringen, wie sie Einkommen melden sollten, weil die Regierung eine Menge Geld durch Fehler verlor.","entailment
"
"Auf der Grundlage dieser Risikobewertung hat Centrelink eine Reihe spezifischer Präventionsstrategien entwickelt, die darauf abzielen, die Begünstigten und Arbeitgeber in Bezug auf die Meldepflichten zu sensibilisieren.","Centrelink hatte viele Strategien, um Menschen beizubringen, wie sie ihr Einkommen melden können.","entailment
"
"Dies ermöglichte Demonstrationen des Designs, bevor die Unternehmen mehr in Produktionsanlagen und Werkzeuge investierten, um produktionsrepräsentative Prototypen für die Demonstrationsphase zu bauen.","Dann konnten sie zeigen, wie das Design funktionierte.","entailment
"
"Dies ermöglichte Demonstrationen des Designs, bevor die Unternehmen mehr in Produktionsanlagen und Werkzeuge investierten, um produktionsrepräsentative Prototypen für die Demonstrationsphase zu bauen.","Sie könnten der Firma aufzeigen, dass es nicht klug war neue Werke zu bauen.","neutral
"
"Dies ermöglichte Demonstrationen des Designs, bevor die Unternehmen mehr in Produktionsanlagen und Werkzeuge investierten, um produktionsrepräsentative Prototypen für die Demonstrationsphase zu bauen.","Sie hatten keine Ahnung, wie sie die Auswirkung von Investitionen demonstrieren können.","contradiction
"
Die Zusammenarbeit von South Carolina führte im folgenden Jahr zu einem weiteren Erfolg.,Niemand in South Carolina arbeitete zusammen.,"contradiction
"
Die Zusammenarbeit von South Carolina führte im folgenden Jahr zu einem weiteren Erfolg.,SC arbeitete zusammen.,"entailment
"
Die Zusammenarbeit von South Carolina führte im folgenden Jahr zu einem weiteren Erfolg.,Die Demokraten und Republikaner in Süd-Carolina arbeiten zusammen.,"neutral
"
"die board absatz 605(b) Zertifikate wurden dem Chefberater für Intressen Beratung der Klein Unternehmens Verwaltung (SBA) nicht seperat vorgelegt, meinte ein board Offizieller",Der Vorstand verteilte keine SBA-Zertifizierungen sondern überließ dies dem Sachverständigenbüro.,"neutral
"
"die board absatz 605(b) Zertifikate wurden dem Chefberater für Intressen Beratung der Klein Unternehmens Verwaltung (SBA) nicht seperat vorgelegt, meinte ein board Offizieller",Die Kommission hat die SBA nicht zertifiziert.,"neutral
"
"die board absatz 605(b) Zertifikate wurden dem Chefberater für Intressen Beratung der Klein Unternehmens Verwaltung (SBA) nicht seperat vorgelegt, meinte ein board Offizieller","Der Vorstand vergab täglich SBA-Zertifikate an alle, die danach fragten.","contradiction
"
"Wenn eine übereinstimmung für ein Hotel und anderen Zusatzgebühren besteht, wird eine überprüfung von der tatsächlichen Reise verrichtet.",Die meisten der nationalen Hotelketten akzeptieren Zahlungen per Kreditkarte.,"neutral
"
"Wenn eine übereinstimmung für ein Hotel und anderen Zusatzgebühren besteht, wird eine überprüfung von der tatsächlichen Reise verrichtet.",Die Reise wird prüfen welche Hotelkosten bezahlt werden müssen.,"entailment
"
"Wenn eine übereinstimmung für ein Hotel und anderen Zusatzgebühren besteht, wird eine überprüfung von der tatsächlichen Reise verrichtet.","Es gibt keine Möglichkeit zu überprüfen, ob tatsächlich eine Reise stattgefunden hat oder nicht.","contradiction
"
"In einer Hauptstadt, die wir besucht haben, sind beispielsweise über 600 Softwareunternehmen zu Hause.",Hauptstädte sind die besten Orte für Softwareunternehmen.,"neutral
"
"In einer Hauptstadt, die wir besucht haben, sind beispielsweise über 600 Softwareunternehmen zu Hause.",Eine Hauptstadt hat eine Menge an Softwareunternehmen.,"entailment
"
"In einer Hauptstadt, die wir besucht haben, sind beispielsweise über 600 Softwareunternehmen zu Hause.",Softwareunternehmen vermeiden Hauptstädte aus rechtlichen Gründen.,"contradiction
"
Beim messen von Effektivität bleibt Perfektion unerreichbar.,"Sie können perfekt sein, wenn Sie sich große Mühe geben.","contradiction
"
Beim messen von Effektivität bleibt Perfektion unerreichbar.,Du kannst niemals perfekt sein.,"entailment
"
Beim messen von Effektivität bleibt Perfektion unerreichbar.,"Du kannst nicht perfekt sein, weil wir alle zutiefst fehlerhaft sind.","neutral
"
"Der Mitbewohner, der im Jahr 2000 das Zimmer an Hazmi und Mihdhar vermietete, ist ein scheinbar gesetzestreuer Bürger mit langjährigen, freundschaftlichen Kontakten zwischen Polizei und FBI-Personal.",Hazmi und Mihdhar kauften ein Hause und hatten keinen Vertrag mit irgendjemandem.,"contradiction
"
"Der Mitbewohner, der im Jahr 2000 das Zimmer an Hazmi und Mihdhar vermietete, ist ein scheinbar gesetzestreuer Bürger mit langjährigen, freundschaftlichen Kontakten zwischen Polizei und FBI-Personal.","Hazmi und Mihdhar mieteten einen Raum für das ganze Jahr, für pro Tag.","neutral
"
"Der Mitbewohner, der im Jahr 2000 das Zimmer an Hazmi und Mihdhar vermietete, ist ein scheinbar gesetzestreuer Bürger mit langjährigen, freundschaftlichen Kontakten zwischen Polizei und FBI-Personal.",Hazmi und Mihdhar mieteten ein Zimmer.,"entailment
"
"Für ihre Reise nach Bosnien, sehen sie den Geheimdienstbericht, Befragung von saudischen Mitgliedern von al Qaeda, 3. Okt. 2001.",Ein Mitglied von al-Qaida ist im Jahr 2001 achtzehn mal nach Bosnien gereist.,"contradiction
"
"Für ihre Reise nach Bosnien, sehen sie den Geheimdienstbericht, Befragung von saudischen Mitgliedern von al Qaeda, 3. Okt. 2001.",Ein Mitglied von al-Qaida ist nach Bosnien gereist.,"entailment
"
"Für ihre Reise nach Bosnien, sehen sie den Geheimdienstbericht, Befragung von saudischen Mitgliedern von al Qaeda, 3. Okt. 2001.","Es gab keine Beweise dafür, dass ein Mitglied der al Quaeada nach Bosnien ging.","contradiction
"
"Jane bat den New Yorker Agenten, der der Mihdhar-Suche zugeteilt war, ein FISA-Bestätigungsformular zu unterschreiben, das darauf hinwies, dass der Agent verstand, wie er FISA-Informationen behandeln musste.","Jane bat darum, dass ein FISA-Bestätigungsformular von einem Bundesrichter unterschrieben werden sollte.","contradiction
"
"Jane bat den New Yorker Agenten, der der Mihdhar-Suche zugeteilt war, ein FISA-Bestätigungsformular zu unterschreiben, das darauf hinwies, dass der Agent verstand, wie er FISA-Informationen behandeln musste.",Jane bat um die Unterschrift eines FISA-Bestätigungsformulars.,"entailment
"
"Jane bat den New Yorker Agenten, der der Mihdhar-Suche zugeteilt war, ein FISA-Bestätigungsformular zu unterschreiben, das darauf hinwies, dass der Agent verstand, wie er FISA-Informationen behandeln musste.","Jane sagte, dass eine Anerkennung seitens der FISA nicht nötig sei.","contradiction
"
"In Bezug auf die einzige Sicherheitsschicht, die für das eigentliche Checkpoint-Screening relevant war, stand keines von ihnen hervor.",Während des Checkpoint-Screenings wurden alarmierende Beweise entdeckt.,"contradiction
"
"In Bezug auf die einzige Sicherheitsschicht, die für das eigentliche Checkpoint-Screening relevant war, stand keines von ihnen hervor.","Checkpoint-Screenings beruhen ausschließlich auf der Intuition des Zollagenten, der das Screening durchführt.","contradiction
"
"In Bezug auf die einzige Sicherheitsschicht, die für das eigentliche Checkpoint-Screening relevant war, stand keines von ihnen hervor.",Beim Checkpoint-Screening konnten keine Beweise gegen sie gefunden werden.,"entailment
"
"Khallad hat eine zweite Version zur Verfügung gestellt, nämlich dass alle drei zusammen nach Karachi reisen.",Khallad sagte dass er nichts über die drei wusste.,"contradiction
"
"Khallad hat eine zweite Version zur Verfügung gestellt, nämlich dass alle drei zusammen nach Karachi reisen.","Khallad sagte, die drei hätten zusammen reisen können.","entailment
"
"Khallad hat eine zweite Version zur Verfügung gestellt, nämlich dass alle drei zusammen nach Karachi reisen.","Khallad sagte, es gab eine 50% ige Chance, dass die drei im Oktober gemeinsam nach Karachi gingen.","neutral
"
"Geheimdienstbericht, Befragung von Binalshibh, 1. Okto. 2002",Binalshibh wurde von einer FBI-Task Force verhört.,"neutral
"
"Geheimdienstbericht, Befragung von Binalshibh, 1. Okto. 2002",Binalshibh wurde 2002 verhört.,"entailment
"
"Geheimdienstbericht, Befragung von Binalshibh, 1. Okto. 2002",Binalshibh wurde nie angesprochen und er verschwand.,"contradiction
"
Mindhar bekam ein neues Visum zwei Tage nach dem CIA-FBI-Treffen in New York.,Mihdhar hatte ein US-Visum für die Einreise in das Land,"entailment
"
Mindhar bekam ein neues Visum zwei Tage nach dem CIA-FBI-Treffen in New York.,"Mihdhar bekam nie ein Visum, also kam er nie zu uns.","contradiction
"
Mindhar bekam ein neues Visum zwei Tage nach dem CIA-FBI-Treffen in New York.,"Mihdhar erhielt ein Visum, weil er keine Bedrohung war.","neutral
"
"Trotz zwei Jahren Verhandlung, der FBI war nicht in der Lage den Mitarbeiter oder seine wahre Identität zu bestimmen.","Das FBI konnte den Mann nie finden, nachdem er 2001 Florida verlassen hatte.","neutral
"
"Trotz zwei Jahren Verhandlung, der FBI war nicht in der Lage den Mitarbeiter oder seine wahre Identität zu bestimmen.","Das FBI konnte nicht herausfinden, wer der Typ war.","entailment
"
"Trotz zwei Jahren Verhandlung, der FBI war nicht in der Lage den Mitarbeiter oder seine wahre Identität zu bestimmen.","Das FBI fand heraus, wer er war und schickte ihn ins Gefängnis.","contradiction
"
Im Falle des American-Airlines-Flugs 11 war die letzte reguläre Kontaktaufnahme seitens des Flugzeugs um 8.13 Uhr.,Es gab Kommunikation von American 11.,"entailment
"
Im Falle des American-Airlines-Flugs 11 war die letzte reguläre Kontaktaufnahme seitens des Flugzeugs um 8.13 Uhr.,Es gab alle 5 Minuten eine Kommunikation von American 11.,"contradiction
"
Im Falle des American-Airlines-Flugs 11 war die letzte reguläre Kontaktaufnahme seitens des Flugzeugs um 8.13 Uhr.,Es gab niemals eine Kommunikation von der American 11.,"contradiction
"
"Die Entdeckung hätte eine schnelle und sehr substanzielle Zusammenarbeit der deutschen Regierung erfordert, die möglicherweise schwer zu erreichen gewesen wäre.","Wenn die Ermittlungen abgeschlossen sind, könnten sie den Aufenthaltsort dreier Flüchtlinge aufdecken.","neutral
"
"Die Entdeckung hätte eine schnelle und sehr substanzielle Zusammenarbeit der deutschen Regierung erfordert, die möglicherweise schwer zu erreichen gewesen wäre.",Die deutsche Regierung hätte möglicherweise eine schnelle und gründliche Untersuchung schwierig durchführen können.,"entailment
"
"Die Entdeckung hätte eine schnelle und sehr substanzielle Zusammenarbeit der deutschen Regierung erfordert, die möglicherweise schwer zu erreichen gewesen wäre.",Die Untersuchung wäre für die Regierung recht simpel und einfach durchzuführen.,"contradiction
"
"Diese Fähigkeiten waren unzureichend, aber es wurde wenig getan, um sie zu erweitern oder zu reformieren.",Sie haben ihr Überwachungsprogramm nicht großartig verändert.,"entailment
"
"Diese Fähigkeiten waren unzureichend, aber es wurde wenig getan, um sie zu erweitern oder zu reformieren.","Sie haben nicht viel getan, um Dinge zu ändern.","entailment
"
"Diese Fähigkeiten waren unzureichend, aber es wurde wenig getan, um sie zu erweitern oder zu reformieren.","Sie haben große Anstrengungen unternommen, alles zu überarbeiten.","contradiction
"
"Aber die Mail des Analytikers gibt wieder, dass sie ein breites Spektrum an Einsprüchen und rechtlichen Hindernissen in Bezug auf Teilen von Informationen und Vorschriften, die das kriminelle Nutzen von Informationen von Agenten über Geheimdienstkanälen regiert.",Der Analyst präsentierte eine glasklare Analyse.,"neutral
"
"Aber die Mail des Analytikers gibt wieder, dass sie ein breites Spektrum an Einsprüchen und rechtlichen Hindernissen in Bezug auf Teilen von Informationen und Vorschriften, die das kriminelle Nutzen von Informationen von Agenten über Geheimdienstkanälen regiert.",Der Analytiker war in vielen Dingen unklar.,"neutral
"
"Aber die Mail des Analytikers gibt wieder, dass sie ein breites Spektrum an Einsprüchen und rechtlichen Hindernissen in Bezug auf Teilen von Informationen und Vorschriften, die das kriminelle Nutzen von Informationen von Agenten über Geheimdienstkanälen regiert.","Der Bericht des Analysten war so durcheinander, dass ihn niemand lesen konnte.","neutral
"
"Einige Offiziere wurden dann beauftragt, bei Evakuierungen im Treppenhaus zu helfen; andere wurden beauftragt, die Evakuierung in der Plaza, der Bahnhofshalle und der PATH-Station zu beschleunigen.",Offiziere bekamen ihre eigenen Aufträge.,"entailment
"
"Einige Offiziere wurden dann beauftragt, bei Evakuierungen im Treppenhaus zu helfen; andere wurden beauftragt, die Evakuierung in der Plaza, der Bahnhofshalle und der PATH-Station zu beschleunigen.","Die Beamten rannten einfach zufällig dorthin, wo sie gebraucht wurden.","contradiction
"
"Einige Offiziere wurden dann beauftragt, bei Evakuierungen im Treppenhaus zu helfen; andere wurden beauftragt, die Evakuierung in der Plaza, der Bahnhofshalle und der PATH-Station zu beschleunigen.",Die Offiziere wurden nach Dienstalter zugewiesen.,"neutral
"
Am 9. September kamen dramatische Nachrichten aus Afghanistan.,Wir haben Neuigkeiten aus Afghanistan.,"entailment
"
Am 9. September kamen dramatische Nachrichten aus Afghanistan.,Bis zum Oktober hörten wir nichts von Afghanistan.,"contradiction
"
Am 9. September kamen dramatische Nachrichten aus Afghanistan.,Wir wurden über die bevorstehende Attacke am 9. September unterrichtet.,"neutral
"
"Die Unfähigkeit zur Kommunikation war ein kritisches Element an den Absturzstellen des World Trade Centers, des Pentagon und des Somerset County, Pennsylvania, wo mehrere Behörden und mehrere Gerichtsbarkeiten reagierten.",Kommunikation funktionierte wirklich gut am 11. September.,"contradiction
"
"Die Unfähigkeit zur Kommunikation war ein kritisches Element an den Absturzstellen des World Trade Centers, des Pentagon und des Somerset County, Pennsylvania, wo mehrere Behörden und mehrere Gerichtsbarkeiten reagierten.","Da der Strom ausgefallen und das Telefonnetz zusammengebrochen war, war es für die Menschen im World Trade Center schwierig mit anderen Leuten in Kontakt zu treten.","entailment
"
"Die Unfähigkeit zur Kommunikation war ein kritisches Element an den Absturzstellen des World Trade Centers, des Pentagon und des Somerset County, Pennsylvania, wo mehrere Behörden und mehrere Gerichtsbarkeiten reagierten.","Es war schwierig für die Leute im World Trade Center, zu kommunizieren.","entailment
"
"Recherchen von leicht verfügbaren Datenbanken hätten die Führerscheine, die Fahrzeugregistrierung und die Telefonliste freigelegt.",Die Ermittler forderten auch Zugang zu Geschäftsdatenbanken.,"neutral
"
"Recherchen von leicht verfügbaren Datenbanken hätten die Führerscheine, die Fahrzeugregistrierung und die Telefonliste freigelegt.",Verschiedene Arten von Informationen aus bestehenden Datenbanken waren verfügbar.,"entailment
"
"Recherchen von leicht verfügbaren Datenbanken hätten die Führerscheine, die Fahrzeugregistrierung und die Telefonliste freigelegt.","Es gab keine Möglichkeit, Informationen zu den Themen zu finden, die vorhandene Quellen verwenden.","contradiction
"
"Weil der Administrator auf die ganze transaction verdächtig gewesen war, hat er sich von Hazmi und Mihdhar distanziert aber nicht bevor sie die hilfe die bekommen haben die sie brauchten.","Der Administrator kontaktierte sofort die Behörden und weigerte sich, in diesem Fall zu helfen.","contradiction
"
"Weil der Administrator auf die ganze transaction verdächtig gewesen war, hat er sich von Hazmi und Mihdhar distanziert aber nicht bevor sie die hilfe die bekommen haben die sie brauchten.",Der Administrator gab Unterstützung trotz seiner Bedenken.,"entailment
"
"Weil der Administrator auf die ganze transaction verdächtig gewesen war, hat er sich von Hazmi und Mihdhar distanziert aber nicht bevor sie die hilfe die bekommen haben die sie brauchten.",Die Hilfe bestand aus Bargeld und Unterstützung bei der Beschaffung von Reisedokumenten.,"neutral
"
Diese Bezeichnungen wurden 2003 abgeschafft. Alle internationalen Terrorismus-Angelegenheiten erhalten nun einheitlich die Bezeichnung 315.,Alle Terrorismusangelegenheiten erhalten das Label für oberste Priorität.,"neutral
"
Diese Bezeichnungen wurden 2003 abgeschafft. Alle internationalen Terrorismus-Angelegenheiten erhalten nun einheitlich die Bezeichnung 315.,Alle Terrorismusangelegenheiten bekommen das gleiche Label.,"entailment
"
Diese Bezeichnungen wurden 2003 abgeschafft. Alle internationalen Terrorismus-Angelegenheiten erhalten nun einheitlich die Bezeichnung 315.,Jede Terrorismusangelegenheit wird unabhängig beurteilt und benotet.,"neutral
"
"Dieser Beamte, der den South Tower kollarbieren sah, hat es ESU Einheiten in seiner Evakuierungsanweisung im North Tower mitgeteilt.",Niemand verblieb im Nordturm nachdem der Südturm zusammengebrochen war.,"contradiction
"
"Dieser Beamte, der den South Tower kollarbieren sah, hat es ESU Einheiten in seiner Evakuierungsanweisung im North Tower mitgeteilt.",Der Südturm kollabierte 30 Minuten bevor der Offizier mit ESU-Einheiten im Nordturm sprach.,"neutral
"
"Dieser Beamte, der den South Tower kollarbieren sah, hat es ESU Einheiten in seiner Evakuierungsanweisung im North Tower mitgeteilt.",Der Polizist sah den Einsturz des Südturmes.,"entailment
"
"Indianapolis ist wirklich der beste Ort für Schauspieler, um für viele zu arbeiten","Schauspieler lieben Indianapolis wegen all der Castingagenturen, die sich dort befinden.","neutral
"
"Indianapolis ist wirklich der beste Ort für Schauspieler, um für viele zu arbeiten","Wenn du ein Schauspieler bist, solltest du dir überlegen nach Indianapolis zu ziehen.","entailment
"
"Indianapolis ist wirklich der beste Ort für Schauspieler, um für viele zu arbeiten","Es ist schwer, in Indianapolis Arbeit zu finden, wenn man im Film- und Theatergeschäft ist, da es überwiegend eine Technologiestadt ist.","contradiction
"
"Im Rahmen des Elternhilfetelefons des Prevention Information Resource Center, helfen wir Ihnen gerne rund um die Uhr an sieben Tagen in der Woche weiter.",Leute können uns nur per Post oder E-mail kontaktieren.,"contradiction
"
"Im Rahmen des Elternhilfetelefons des Prevention Information Resource Center, helfen wir Ihnen gerne rund um die Uhr an sieben Tagen in der Woche weiter.",Wir sind zu jeder Tageszeit telefonisch erreichbar.,"entailment
"
"Im Rahmen des Elternhilfetelefons des Prevention Information Resource Center, helfen wir Ihnen gerne rund um die Uhr an sieben Tagen in der Woche weiter.",Wir empfangen über einhundert Anrufe jeden Montag und Freitag.,"neutral
"
"Weil diese Kisten noch eingepackt bleiben werden, auch wenn alle anderen Geschenke schon lange ausgepackt sind.",Diese Boxen enthalten gefährliche Bomben.,"neutral
"
"Weil diese Kisten noch eingepackt bleiben werden, auch wenn alle anderen Geschenke schon lange ausgepackt sind.",Diese Boxen werden vor den anderen Geschenken geöffnet.,"contradiction
"
"Weil diese Kisten noch eingepackt bleiben werden, auch wenn alle anderen Geschenke schon lange ausgepackt sind.",Diese Boxen bleiben für eine Weile ungeöffnet.,"entailment
"
"Wenn wir unsere Preise niedrig halten, müssen wir zu Ihnen, unserem Publikum, kommen und Sie um einen kleinen Beitrag bitten, damit wir unser Ziel einhalten können.","Um unsere Ticketpreise unter 10 $ zu halten, müssten alle unsere Zuschauer $ 25 spenden.","contradiction
"
"Wenn wir unsere Preise niedrig halten, müssen wir zu Ihnen, unserem Publikum, kommen und Sie um einen kleinen Beitrag bitten, damit wir unser Ziel einhalten können.",Wir könnten unsere Preise ohne euer Geld niedrig halten wenn wir wirklich wollten. Aber unser Chef mag seine Luxusgüter.,"neutral
"
"Wenn wir unsere Preise niedrig halten, müssen wir zu Ihnen, unserem Publikum, kommen und Sie um einen kleinen Beitrag bitten, damit wir unser Ziel einhalten können.","Ihre Beiträge helfen uns, die Preise niedrig zu halten.","entailment
"
"00 helped macht es möglich für uns Beratung, Motivation und Spaß für fast 400 Kinder aus Indianapolis zur Verfügung zu stellen.","Dank der großzügigen Spenden konnten wir Beyoncé einladen, ein Konzert für die Weisen in Indianapolis zu geben.","neutral
"
"00 helped macht es möglich für uns Beratung, Motivation und Spaß für fast 400 Kinder aus Indianapolis zur Verfügung zu stellen.","Wir hatten gehofft eine Weihnachtsfeier für die Kinder schmeißen zu können, aber konnten niemals etwas für sie tun.","contradiction
"
"00 helped macht es möglich für uns Beratung, Motivation und Spaß für fast 400 Kinder aus Indianapolis zur Verfügung zu stellen.","Wir waren in der Lage, vielen Kindern aus Indianapolis zu helfen.","entailment
"
"Anfänglich können Einzelpersonen teilnehmen, indem sie ein jährliches uneingeschränktes Geschenk von 1.000 $ oder mehr für den Kanzler's Zirkel machen, oder von 500 $ oder mehr für Kanzler-Mitarbeiter..","Einzelpersonen können teilnehmen, nachdem sie eine kleine $ 50-Spende getätigt haben.","contradiction
"
"Anfänglich können Einzelpersonen teilnehmen, indem sie ein jährliches uneingeschränktes Geschenk von 1.000 $ oder mehr für den Kanzler's Zirkel machen, oder von 500 $ oder mehr für Kanzler-Mitarbeiter..","Einzelpersonen können teilnehmen, wenn sie eine ausreichend große Spende betätigen.","entailment
"
"Anfänglich können Einzelpersonen teilnehmen, indem sie ein jährliches uneingeschränktes Geschenk von 1.000 $ oder mehr für den Kanzler's Zirkel machen, oder von 500 $ oder mehr für Kanzler-Mitarbeiter..",Die meisten Menschen spenden lieber an Chancellors Associates.,"neutral
"
Ihr Geschenk zu diesem Zeitpunkt kann Ihnen zusätzliche steuerliche Vorteile zum Jahresende bieten.,"Wenn du ein Geschenk von mindestens $1,000  machst wirst du mit Sicherheit Steuervorzüge bekommen.","neutral
"
Ihr Geschenk zu diesem Zeitpunkt kann Ihnen zusätzliche steuerliche Vorteile zum Jahresende bieten.,"Unglücklicherweise würden unsere Steuerberater dir raten, keine Geschenke zu machen.","contradiction
"
Ihr Geschenk zu diesem Zeitpunkt kann Ihnen zusätzliche steuerliche Vorteile zum Jahresende bieten.,Vielleicht hast du die Möglichkeit deine Spenden von der STeuer abzusetzen.,"entailment
"
"Wie Sie wissen, umfasst die Mitgliedschaft dieser Gruppe jene Freunde und Alumni, die jährlich 1.000 Dollar oder mehr zur juristischen Fakultät beitragen.",Einige Mitglieder dieser Gruppe haben der Schule mehr als 100.000 $ gespendet.,"entailment
"
"Wie Sie wissen, umfasst die Mitgliedschaft dieser Gruppe jene Freunde und Alumni, die jährlich 1.000 Dollar oder mehr zur juristischen Fakultät beitragen.","Wir haben Leute in dieser Gruppe, die mehr als 1.000 Dollar zur juristischen Fakultät beigetragen haben.","entailment
"
"Wie Sie wissen, umfasst die Mitgliedschaft dieser Gruppe jene Freunde und Alumni, die jährlich 1.000 Dollar oder mehr zur juristischen Fakultät beitragen.","Wir haben vor, diese Gruppe zu bitten, finanzielle Beiträge zur Schule zu leisten, aber haben dies niemals zuvor getan.","neutral
"
"Meine glücklichste Erinnerung als Kind, das in den 50er Jahren aufgewachsen ist, war der besuch zum Civic Theater.","Ich hasste es, als Kind zu Theateraufführungen zu gehen, deshalb wurde ich Wissenschaftler.","contradiction
"
"Meine glücklichste Erinnerung als Kind, das in den 50er Jahren aufgewachsen ist, war der besuch zum Civic Theater.",Ich bin als Kind sehr gerne ins Theater gegangen.,"entailment
"
"Meine glücklichste Erinnerung als Kind, das in den 50er Jahren aufgewachsen ist, war der besuch zum Civic Theater.",Meine Lieblings-Civic Theatre Produktion war Schönheit und das Biest.,"neutral
"
"Wenn jeder, der diesen Brief erhält nur 18 $ gibt","Jeder der diesen Brief bekommt: spende kein Geld, es ist Betrug.","contradiction
"
"Wenn jeder, der diesen Brief erhält nur 18 $ gibt","Wenn du $18 spendest, bekommst du ein Geschenk von uns.","neutral
"
"Wenn jeder, der diesen Brief erhält nur 18 $ gibt","Wir hoffen, alle Briefempfänger können 18 $ spenden.","entailment
"
"Trenne den unteren Abschnitt ab, kreuze die gewünschte Option an, ändere die Adresse falls nötig und sende ihn in einem geschlossenen Umschlag wieder zurück.",Bitte nehmen Sie keine Änderungen an Ihrer Adresse vor.,"contradiction
"
"Trenne den unteren Abschnitt ab, kreuze die gewünschte Option an, ändere die Adresse falls nötig und sende ihn in einem geschlossenen Umschlag wieder zurück.",Dort ist ein weisser Umschlag mit deiner Adresse anbei.,"neutral
"
"Trenne den unteren Abschnitt ab, kreuze die gewünschte Option an, ändere die Adresse falls nötig und sende ihn in einem geschlossenen Umschlag wieder zurück.","Sie können Ihre Adresse ändern, wenn Sie es für passend halten.","entailment
"
Die Schule für Krankenpfleger braucht Ihre grosszügige Geschenke um weiterhin ihre pädagogische excellence Aufrecht zu erhalten.,Bitte spende 100 Millionen Dollar an die Krankenpflegeschule oder du verlierst deine Gedenkstatue.,"contradiction
"
Die Schule für Krankenpfleger braucht Ihre grosszügige Geschenke um weiterhin ihre pädagogische excellence Aufrecht zu erhalten.,Die Krankenschwestern-Schule hat alle finanziellen Ziele erreicht und benötigt kein Geld mehr.,"contradiction
"
Die Schule für Krankenpfleger braucht Ihre grosszügige Geschenke um weiterhin ihre pädagogische excellence Aufrecht zu erhalten.,"Wir hoffen, dass Sie für die Schule für Krankenpflege spenden.","entailment
"
80% der Teilnehmer werden über verbesserte Fähigkeiten zur Konfliktlösung berichten.,Mehr als die Hälfte der Teilnehmer wird über gesteigerte Konfliktlösungsfähigkeiten berichten.,"entailment
"
80% der Teilnehmer werden über verbesserte Fähigkeiten zur Konfliktlösung berichten.,Nur ein Viertel der Teilnehmer wird über erhöhte Konfliktlösungskompetenz berichten.,"contradiction
"
80% der Teilnehmer werden über verbesserte Fähigkeiten zur Konfliktlösung berichten.,Es waren über 100 verschiedene Teilnehmer da.,"neutral
"
