premise,hypothesis,gpt_reply
Mihdhar recibe un nuevo visado para los Estados Unidos dos días después del encuentro entre la CIA y el FBI en Nueva York.,"Mihdhar nunca obtuvo una visa, por lo que nunca vino a Estados Unidos.","contradiction
"
Mihdhar recibe un nuevo visado para los Estados Unidos dos días después del encuentro entre la CIA y el FBI en Nueva York.,Mihdhar recibió una Visa porque no era una amenaza.,"neutral
"
"A pesar de dos años de investigación, el FBI no pudo encontrar al compañero de trabajo ni determinar su verdadera identidad.",El FBI nunca pudo encontrar al hombre después de que se fuera de Florida en 2001.,"neutral
"
"A pesar de dos años de investigación, el FBI no pudo encontrar al compañero de trabajo ni determinar su verdadera identidad.",El FBI no pudo averiguar quién era el tipo.,"entailment
"
"A pesar de dos años de investigación, el FBI no pudo encontrar al compañero de trabajo ni determinar su verdadera identidad.",El FBI descubrió quién era y lo llevó a la cárcel.,"contradiction
"
"En el caso de American 11, la última comunicación normal del avión fue a las 8:13 a. m.",Hubo comunicación proveniente de American 11.,"entailment
"
"En el caso de American 11, la última comunicación normal del avión fue a las 8:13 a. m.",Hubo comunicación del American 11 cada 5 minutos.,"contradiction
"
"En el caso de American 11, la última comunicación normal del avión fue a las 8:13 a. m.",Nunca hubo ninguna comunicación de American 11.,"contradiction
"
"Descubrirlo habría requerido una cooperación rápida y sustancial del gobierno alemán, que bien podría haber sido difícil de obtener.",Si se completase la investigación podría haber revelado la ubicación de tres fugitivos.,"neutral
"
"Descubrirlo habría requerido una cooperación rápida y sustancial del gobierno alemán, que bien podría haber sido difícil de obtener.",El gobierno alemán podría haber tenido dificultades para realizar una investigación rápida y exhaustiva.,"entailment
"
"Descubrirlo habría requerido una cooperación rápida y sustancial del gobierno alemán, que bien podría haber sido difícil de obtener.",La investigación sería bastante simple y fácil de llevar a cabo por el gobierno.,"contradiction
"
"Estas capacidades eran insuficientes, pero se hizo poco para expandirlas o reformarlas.",No cambiaron mucho su programa de vigilancia.,"neutral
"
"Estas capacidades eran insuficientes, pero se hizo poco para expandirlas o reformarlas.",No hicieron mucho para cambiar las cosas.,"entailment
"
"Estas capacidades eran insuficientes, pero se hizo poco para expandirlas o reformarlas.",Hicieron todo lo posible para revisar todo.,"contradiction
"
"Aun así, el correo electrónico del analista muestra que estaba confundiendo una amplia gama de avisos y barreras legales sobre la compartición de información y normas de administración sobre el uso por parte de agentes criminales de información recogida a través de canales de inteligencia.",El analista presentó un análisis claro como el agua.,"contradiction
"
"Aun así, el correo electrónico del analista muestra que estaba confundiendo una amplia gama de avisos y barreras legales sobre la compartición de información y normas de administración sobre el uso por parte de agentes criminales de información recogida a través de canales de inteligencia.",El analista no fue claro en muchas cosas.,"entailment
"
"Aun así, el correo electrónico del analista muestra que estaba confundiendo una amplia gama de avisos y barreras legales sobre la compartición de información y normas de administración sobre el uso por parte de agentes criminales de información recogida a través de canales de inteligencia.",El informe del analista estaba tan desordenado que nadie podía leerlo.,"neutral
"
"Algunos oficiales fueron asignados para ayudar en las evacuaciones de las escaleras; otros fueron asignados para agilizar la evacuación en la plaza, el vestíbulo y la estación de PATH.",Los oficiales obtuvieron sus propias asignaciones.,"neutral
"
"Algunos oficiales fueron asignados para ayudar en las evacuaciones de las escaleras; otros fueron asignados para agilizar la evacuación en la plaza, el vestíbulo y la estación de PATH.",Los agentes solo acudían adonde se les necesitaba aleatoriamente.,"contradiction
"
"Algunos oficiales fueron asignados para ayudar en las evacuaciones de las escaleras; otros fueron asignados para agilizar la evacuación en la plaza, el vestíbulo y la estación de PATH.",Los oficiales fueron asignados basándose en su antigüedad.,"neutral
"
El 9 de septiembre llegaron noticias dramáticas de Afganistán.,Recibimos noticias de Afganistán.,"entailment
"
El 9 de septiembre llegaron noticias dramáticas de Afganistán.,No escuchamos nada de Afganistán hasta octubre.,"contradiction
"
El 9 de septiembre llegaron noticias dramáticas de Afganistán.,Fuimos avisados sobre el ataque inminente el 9 de Septiembre,"neutral
"
"La incapacidad para comunicarse fue un elemento crítico para el World Trade Center, Pentagon y el condado de Somerset, Pennsylvania, sitios de impacto, en donde respondieron múltiples agencias y jurisdicciones.",La comunicación funcionó muy bien el 11 de septiembre.,"contradiction
"
"La incapacidad para comunicarse fue un elemento crítico para el World Trade Center, Pentagon y el condado de Somerset, Pennsylvania, sitios de impacto, en donde respondieron múltiples agencias y jurisdicciones.",Las personas tuvieron dificultades para comunicarse en el World Trade Center porque no había electricidad y las líneas telefónicas no estaban funcionando.,"neutral
"
"La incapacidad para comunicarse fue un elemento crítico para el World Trade Center, Pentagon y el condado de Somerset, Pennsylvania, sitios de impacto, en donde respondieron múltiples agencias y jurisdicciones.",La gente tuvo dificultades para comunicarse en el World Trade Center.,"entailment
"
"Las búsquedas en las bases de datos fácilmente disponibles podrían haber desenterrado las licencias de conducir, las matrículas de coches y la lista de teléfonos.",Los investigadores también pidieron acceso a las bases de datos profesionales.,"neutral
"
"Las búsquedas en las bases de datos fácilmente disponibles podrían haber desenterrado las licencias de conducir, las matrículas de coches y la lista de teléfonos.",Varios tipos de información estaban disponibles en las bases de datos existentes.,"entailment
"
"Las búsquedas en las bases de datos fácilmente disponibles podrían haber desenterrado las licencias de conducir, las matrículas de coches y la lista de teléfonos.",No hubo forma de encontrar información sobre los sospechosos utilizando las fuentes existentes.,"contradiction
"
"Afirmando haber sospechado de toda la transacción, el administrador se distanció de Hazmi y Mihdhar, pero no antes de que hubieran recibido la asistencia que necesitaban.",El administrador contactó inmediatamente con las autoridades y se negó a ayudar con este caso.,"contradiction
"
"Afirmando haber sospechado de toda la transacción, el administrador se distanció de Hazmi y Mihdhar, pero no antes de que hubieran recibido la asistencia que necesitaban.",El administrador brindó asistencia a pesar de sus dudas.,"entailment
"
"Afirmando haber sospechado de toda la transacción, el administrador se distanció de Hazmi y Mihdhar, pero no antes de que hubieran recibido la asistencia que necesitaban.",La ayuda constó de efectivo y de ayuda para obtener los documentos del viaje.,"neutral
"
"En 2003, se eliminaron estas designaciones: todos los asuntos de terrorismo internacional ahora reciben la misma designación, 315.",Todos los asuntos de terrorismo son de mayor importancia.,"neutral
"
"En 2003, se eliminaron estas designaciones: todos los asuntos de terrorismo internacional ahora reciben la misma designación, 315.",Todos los asuntos de terrorismo tienen la misma etiqueta.,"entailment
"
"En 2003, se eliminaron estas designaciones: todos los asuntos de terrorismo internacional ahora reciben la misma designación, 315.",Cada asunto de terrorismo se juzga y califica de manera independiente.,"contradiction
"
"Este oficial, que ha visto el colapso de la Torre Sur, lo denunció a las unidades ESU de la Torre Norte en sus instrucciones de evacuación.",Nadie se quedó en la Torre Norte después de que la Torre Sur se derrumbara.,"contradiction
"
"Este oficial, que ha visto el colapso de la Torre Sur, lo denunció a las unidades ESU de la Torre Norte en sus instrucciones de evacuación.",La Torre Sur se derrumbó 30 minutos antes de que el oficial hablara con las unidades de la ESU en la Torre Norte.,"neutral
"
"Este oficial, que ha visto el colapso de la Torre Sur, lo denunció a las unidades ESU de la Torre Norte en sus instrucciones de evacuación.",El oficial presenció la caída de la Torre del Sur.,"entailment
"
Indianápolis es de verdad uno de los mejores lugares que los actores pueden visitar para trabajar para muchos,Los actores adoran Indianápolis por todas las agencias de casting allí.,"neutral
"
Indianápolis es de verdad uno de los mejores lugares que los actores pueden visitar para trabajar para muchos,"Si eres un actor, deberías considerar mudarte a Indianápolis.","entailment
"
Indianápolis es de verdad uno de los mejores lugares que los actores pueden visitar para trabajar para muchos,"Es difícil encontrar trabajo en Indianápolis si estás en el negocio del cine o del teatro, ya que más bien es una ciudad tecnológica.","contradiction
"
"Ofrecemos asistencia telefónica las 24 horas, 7 días a la semana, en el Centro de Recursos, Información y Prevención y la línea de asistencia para padres.",Solo podemos ser contactados por servicio postal o correo electrónico.,"contradiction
"
"Ofrecemos asistencia telefónica las 24 horas, 7 días a la semana, en el Centro de Recursos, Información y Prevención y la línea de asistencia para padres.","Somos accesibles por el móvil, a cualquier hora del día.","entailment
"
"Ofrecemos asistencia telefónica las 24 horas, 7 días a la semana, en el Centro de Recursos, Información y Prevención y la línea de asistencia para padres.",Recibimos más de cien llamadas cada lunes y viernes.,"neutral
"
Para estas cajas que seguirán envueltas mucho después de que se hayan abierto todos los demás regalos.,Estas cajas contienen bombas peligrosas.,"neutral
"
Para estas cajas que seguirán envueltas mucho después de que se hayan abierto todos los demás regalos.,Estás cajas se abrirán antes que los otros regalos.,"contradiction
"
Para estas cajas que seguirán envueltas mucho después de que se hayan abierto todos los demás regalos.,Estas cajas permanecerán sin abrir por un tiempo.,"entailment
"
"Si mantenemos los precios bajos, tenemos que dirigirnos a vosotros, los miembros de nuestra audiencia, para pediros una pequeña contribución con el fin de que nos ayudéis a cumplir esta misión.","Para mantener nuestros precios por debajo de $10,necesitaríamos que todos los miembros de nuestra audiencia donen $ 25.","neutral
"
"Si mantenemos los precios bajos, tenemos que dirigirnos a vosotros, los miembros de nuestra audiencia, para pediros una pequeña contribución con el fin de que nos ayudéis a cumplir esta misión.","Podríamos mantener bajos nuestros precios si realmente quisiéramos, sin su dinero, pero a nuestro jefe le gustan sus lujos.","contradiction
"
"Si mantenemos los precios bajos, tenemos que dirigirnos a vosotros, los miembros de nuestra audiencia, para pediros una pequeña contribución con el fin de que nos ayudéis a cumplir esta misión.",Tu contribución nos ayuda a mantener los precios bajos.,"entailment
"
"00 ayudó a hacer posible que orientáramos, animáramos y entretuviéramos a casi 400 niños del área de Indianápolis.","Gracias a nuestras generosas donaciones, pudimos invitar a Beyoncé a dar un concierto para los huérfanos de Indianápolis.","neutral
"
"00 ayudó a hacer posible que orientáramos, animáramos y entretuviéramos a casi 400 niños del área de Indianápolis.","Esperábamos organizar una fiesta de Navidad para los niños, pero nunca hemos podido hacer nada por ellos.","contradiction
"
"00 ayudó a hacer posible que orientáramos, animáramos y entretuviéramos a casi 400 niños del área de Indianápolis.",Pudimos ayudar a muchos niños de Indianápolis.,"entailment
"
"Inicialmente, los individuos pueden participar haciendo un regalo anual no restringido de 1000 $ o más para el Chancellor's Circle o de 500 $ o más para Chancellors Associates.",Las personas pueden participar después de realizar una pequeña donación de $50.,"neutral
"
"Inicialmente, los individuos pueden participar haciendo un regalo anual no restringido de 1000 $ o más para el Chancellor's Circle o de 500 $ o más para Chancellors Associates.",Las personas pueden participar si hacen una donación lo suficientemente grande.,"entailment
"
"Inicialmente, los individuos pueden participar haciendo un regalo anual no restringido de 1000 $ o más para el Chancellor's Circle o de 500 $ o más para Chancellors Associates.",La mayoría de las personas prefieren donar a los Asociados Chancellors.,"neutral
"
Su donación en este momento puede proporcionarle beneficios fiscales adicionales al final del año.,"Si hace un regalo de al menos 1,000$, seguramente podrá recibir beneficios fiscales.","neutral
"
Su donación en este momento puede proporcionarle beneficios fiscales adicionales al final del año.,"Desafortunadamente, nuestros asesores fiscales te aconsejarían que no hagas ningún regalo.","contradiction
"
Su donación en este momento puede proporcionarle beneficios fiscales adicionales al final del año.,Es posible que pueda tomar deducciones de impuestos en sus donaciones.,"entailment
"
"Como usted sabe, la suscripción a este grupo incluye a aquellos amigos y ex alumnos que contribuyen con 1.000 $ o más anualmente a la facultad de derecho.",Algunos de los miembros de este grupo han donado más de 100k $ a la escuela.,"neutral
"
"Como usted sabe, la suscripción a este grupo incluye a aquellos amigos y ex alumnos que contribuyen con 1.000 $ o más anualmente a la facultad de derecho.","Tenemos personas en este grupo que han contribuido con más de 1,000$ a la facultad de derecho.","entailment
"
"Como usted sabe, la suscripción a este grupo incluye a aquellos amigos y ex alumnos que contribuyen con 1.000 $ o más anualmente a la facultad de derecho.",Planeamos pedirle a este grupo que haga contribuciones monetarias a la Escuela pero cuanto antes.,"entailment
"
"Como niño que se crió en los 50, uno de mis recuerdos más felices es asistir a las actuaciones del Teatro Cívico.","Odiaba ir a los espectáculos de teatro cuando era niño, así que por eso me convertí en científico.","contradiction
"
"Como niño que se crió en los 50, uno de mis recuerdos más felices es asistir a las actuaciones del Teatro Cívico.",Me encantaba ir al teatro cuando era un niño.,"entailment
"
"Como niño que se crió en los 50, uno de mis recuerdos más felices es asistir a las actuaciones del Teatro Cívico.",Mi producción favorita del teatro 'Civic Theatre' fue la Bella y la Bestia.,"neutral
"
Si cada persona que recibe esta carta dona únicamente 18 $.,"A todos los que reciban esta carta: No donen su dinero, es una estafa.","contradiction
"
Si cada persona que recibe esta carta dona únicamente 18 $.,"Si realiza un donativo de $18, le daremos un regalo.","neutral
"
Si cada persona que recibe esta carta dona únicamente 18 $.,Esperamos que todos los destinatarios de las cartas puedan donar 18 $ .,"neutral
"
"Separe simplemente la parte inferior, marque la opción aplicable, haga cualquier cambio a su dirección, que fuera necesaria, y envíelo en el sobre adjunto.","Por favor, no haga ningún cambio en su dirección.","contradiction
"
"Separe simplemente la parte inferior, marque la opción aplicable, haga cualquier cambio a su dirección, que fuera necesaria, y envíelo en el sobre adjunto.","Hay un sobre blanco adjunto, con su dirección en él.","neutral
"
"Separe simplemente la parte inferior, marque la opción aplicable, haga cualquier cambio a su dirección, que fuera necesaria, y envíelo en el sobre adjunto.","Puedes realizar cambios en tu dirección, si lo consideras apropiado.","entailment
"
La escuela de enfermería necesita tus regalos generosos para seguir y mantener su excelencia educativa.,"Por favor, done $100 millones de dólares a la Escuela de Enfermería, o perderá su estatua conmemorativa.","contradiction
"
La escuela de enfermería necesita tus regalos generosos para seguir y mantener su excelencia educativa.,"La Escuela de Enfermería cumplió todos sus objetivos financieros, por lo que no necesita más dinero.","contradiction
"
La escuela de enfermería necesita tus regalos generosos para seguir y mantener su excelencia educativa.,Esperamos que haga una donación a la Escuela de Enfermería.,"entailment
"
El 80 % de los participantes presentarán una mayor capacidad de resolución de conflictos.,Más de la mitad de los participantes reportará mayores habilidades ante la resolución  de conflictos.,"entailment
"
El 80 % de los participantes presentarán una mayor capacidad de resolución de conflictos.,Solo una cuarta parte de los participantes reportará mayores habilidades de resolución de conflictos.,"contradiction
"
El 80 % de los participantes presentarán una mayor capacidad de resolución de conflictos.,Había más de 100 participantes individuales.,"neutral
"
"Por favor, no vaya a nuestra lista vencida de donantes .","Si dejaras de donar, sería lamentable.","neutral
"
"Por favor, no vaya a nuestra lista vencida de donantes .","Nuestra lista de donantes caducados se publica para que todos puedan verla, créeme, ¡no quieres que te averguencen así!","contradiction
"
"Por favor, no vaya a nuestra lista vencida de donantes .",Tenemos demasiados donantes así que detengan la donación.,"neutral
"
El acceso a nuestro recinto estará abierto a cualquier persona que disponga de un ordenador y un módem.,La gente no necesita nada para acceder a los terrenos.,"contradiction
"
El acceso a nuestro recinto estará abierto a cualquier persona que disponga de un ordenador y un módem.,Se necesitan un ordenador y un módem para entrar en el recinto.,"entailment
"
El acceso a nuestro recinto estará abierto a cualquier persona que disponga de un ordenador y un módem.,"Las personas necesitan llevar consigo su computadora y su módem mientras ingresan a los terrenos, para tener acceso.","neutral
"
La venta de entradas y las suscripciones no pueden financiar nuestra temporada completa,"Mientras tengamos ventas de entradas, toda nuestra temporada está financiada.","contradiction
"
La venta de entradas y las suscripciones no pueden financiar nuestra temporada completa,Nuestra temporada completa necesita más para financiarse que solo la venta de entradas y suscripciones.,"entailment
"
La venta de entradas y las suscripciones no pueden financiar nuestra temporada completa,Las ventas y subscripciones del Ticket sólo cubre el 70% de los costos de financiación de nuestra temporada completa.,"neutral
"
"¡PRODUCTOS RECIÉN LLEGADOS, CADA REGALO MARCA LA DIFERENCIA!",Cada regalo se registra y se anuncia en nuestra revista mensual.,"neutral
"
"¡PRODUCTOS RECIÉN LLEGADOS, CADA REGALO MARCA LA DIFERENCIA!",Cada regalo que se ofrece cuenta hacia algo.,"entailment
"
"¡PRODUCTOS RECIÉN LLEGADOS, CADA REGALO MARCA LA DIFERENCIA!",Solo regalos a partir de $100 marcan la diferencia.,"neutral
"
¡Todavía nos queda mucho para alcanzar nuestra meta de 365 000 $ de amigos y suscriptores como tú!,Nuestro objetivo monetario excede los 300.000 dólares.,"entailment
"
¡Todavía nos queda mucho para alcanzar nuestra meta de 365 000 $ de amigos y suscriptores como tú!,"En realidad, esperamos triplicar nuestro objetivo monetario.","neutral
"
¡Todavía nos queda mucho para alcanzar nuestra meta de 365 000 $ de amigos y suscriptores como tú!,No tenemos ningún punto de referencia en lo que respecta al dinero.,"contradiction
"
"Nuestro Despacho de Práctica Civil lleva funcionando varios años, y hace poco hemos añadido un Despacho de Defensa Delictiva",Nuestra Clínica de Práctica Civil ha operado durante ocho años.,"neutral
"
"Nuestro Despacho de Práctica Civil lleva funcionando varios años, y hace poco hemos añadido un Despacho de Defensa Delictiva",Nuestra Clínica de Práctica Civil está celebrando su primer año el  próximo mes.,"contradiction
"
"Nuestro Despacho de Práctica Civil lleva funcionando varios años, y hace poco hemos añadido un Despacho de Defensa Delictiva","Por más de un año, la Clínica de Práctica Civil ha estado en funcionamiento .","entailment
"
Los ingresos por boletos no empiezan a cubrir el costo de estos programas.,Parece que el costo de estos programas no será cubierto por los ingresos .,"entailment
"
Los ingresos por boletos no empiezan a cubrir el costo de estos programas.,El costo de estos programas es muy elevado.,"entailment
"
Los ingresos por boletos no empiezan a cubrir el costo de estos programas.,El ingreso del billete definitivamente cubrirá el costo de estos programas.,"contradiction
"
El amor lo vence todo (a menos que trabajes para el Weekly Standard): Brit Hume (Fox News Sunday) especula sobre el porqué Lewinsky podría no... Todavía tiene un enamoramiento sin esperanza con el presidente.,Brit Hume es el reportero principal de Fox.,"entailment
"
El amor lo vence todo (a menos que trabajes para el Weekly Standard): Brit Hume (Fox News Sunday) especula sobre el porqué Lewinsky podría no... Todavía tiene un enamoramiento sin esperanza con el presidente.,Brit Hume trabaja para CNN.,"neutral
"
El amor lo vence todo (a menos que trabajes para el Weekly Standard): Brit Hume (Fox News Sunday) especula sobre el porqué Lewinsky podría no... Todavía tiene un enamoramiento sin esperanza con el presidente.,Brit Hume trabaja para Fox.,"entailment
"
Mucho se ha hablado de contratar a Michael Apted para darle un toque más humano a la serie.,Michael Apted arruinó la serie al insistir en que eliminen cualquier elemento cálido y humano.,"contradiction
"
Mucho se ha hablado de contratar a Michael Apted para darle un toque más humano a la serie.,Contrataron a Michael Apted para añadir calidad personal a la serie.,"entailment
"
Mucho se ha hablado de contratar a Michael Apted para darle un toque más humano a la serie.,"Se pensaba que la serie era fría y aburrida, por lo que era importante contratar a Michael Apted para agregar un toque cálido y personal para mejorar las calificaciones.","entailment
"
ver a una chica con una parka de piel blanca y botas,Una niña está vestida para montar en trineo.,"neutral
"
ver a una chica con una parka de piel blanca y botas,Una niña usa ropa blanca.,"entailment
"
ver a una chica con una parka de piel blanca y botas,The girl is dressed all in red.,"contradiction
"
Lo que la película no menciona es que Kaufman hablaba con frecuencia de cómo le gustaría llevar a cabo su propia muerte.,La película no menciona a Kaufman hablando de su propia muerte.,"entailment
"
Lo que la película no menciona es que Kaufman hablaba con frecuencia de cómo le gustaría llevar a cabo su propia muerte.,La película tuvo una entrevista profunda con Kaufman sobre su muerte.,"contradiction
"
Lo que la película no menciona es que Kaufman hablaba con frecuencia de cómo le gustaría llevar a cabo su propia muerte.,"La película fue un éxito de taquilla, a pesar de omitir algunos detalles cruciales sobre Kaufman.","entailment
"
Rockefeller quedó atrapado en esta angustiado ofrenda cuando Avenging Angel Tarbell empezó a arrancarse la carne en McClure's.,Rockefeller donó para la investigación del cáncer.,"neutral
"
Rockefeller quedó atrapado en esta angustiado ofrenda cuando Avenging Angel Tarbell empezó a arrancarse la carne en McClure's.,Rockefeller era generoso.,"neutral
"
Rockefeller quedó atrapado en esta angustiado ofrenda cuando Avenging Angel Tarbell empezó a arrancarse la carne en McClure's.,Rockefeller era avaro.,"neutral
"
"Más recientemente, en un caso comercial en Nueva York, Klayman se encontró en el otro extremo, acusado de parcialidad étnica.",Klayman se crió bajo cargos de parcialidad étnica en California.,"neutral
"
"Más recientemente, en un caso comercial en Nueva York, Klayman se encontró en el otro extremo, acusado de parcialidad étnica.",Klayman no esperaba ser acusado de parcialidad étnica.,"neutral
"
"Más recientemente, en un caso comercial en Nueva York, Klayman se encontró en el otro extremo, acusado de parcialidad étnica.",Hubo acusaciones de parcialidad étnica contra Klayman.,"entailment
"
"Es difícil imaginar que esto ocurriría: un cuarto lleno de representantes corporativos silbando, abucheando y gritando disparates a la persona que estaba sentada; el secretario de Trabajo de los Estados Unidos.",Los representantes corporativos usan traje.,"neutral
"
"Es difícil imaginar que esto ocurriría: un cuarto lleno de representantes corporativos silbando, abucheando y gritando disparates a la persona que estaba sentada; el secretario de Trabajo de los Estados Unidos.",Se podría esperar que los representantes corporativos silbaran.,"contradiction
"
"Es difícil imaginar que esto ocurriría: un cuarto lleno de representantes corporativos silbando, abucheando y gritando disparates a la persona que estaba sentada; el secretario de Trabajo de los Estados Unidos.",Uno no esperaría que los representantes corporativos silbaran.,"entailment
"
Solo porque la formación tiene un efecto más significante en el rendimiento atlético no quiere decir que la naturaleza permanezca inactiva.,Los atletas nacen con todo su potencial de rendimiento totalmente desarrollado.,"contradiction
"
Solo porque la formación tiene un efecto más significante en el rendimiento atlético no quiere decir que la naturaleza permanezca inactiva.,El rendimiento atlético se ve más afectado por el entrenamiento que por la genética.,"entailment
"
Solo porque la formación tiene un efecto más significante en el rendimiento atlético no quiere decir que la naturaleza permanezca inactiva.,Los atletas más serios entrenan al menos ocho horas cada semana.,"neutral
"
"Una vez en casa, aprendí que los Estados Unidos cortan los suministros de dos formas.",Estoy interesado en la política.,"neutral
"
"Una vez en casa, aprendí que los Estados Unidos cortan los suministros de dos formas.",Aprendí sobre los Estados Unidos,"entailment
"
"Una vez en casa, aprendí que los Estados Unidos cortan los suministros de dos formas.",Antes de volver a casa aprendí que  Estados Unidos corta suministros de dos maneras.,"entailment
"
"La editorial universitaria más grande y antigua del mundo, la de Oxford, acaba de anunciar la cancelación de su lista de poesía.",La lista de poesía en Oxford ya no se continúa.,"entailment
"
"La editorial universitaria más grande y antigua del mundo, la de Oxford, acaba de anunciar la cancelación de su lista de poesía.",La universidad de prestigio no tiene los fondos para mantener activa la lista de poesía.,"neutral
"
"La editorial universitaria más grande y antigua del mundo, la de Oxford, acaba de anunciar la cancelación de su lista de poesía.",La universidad se dedica a preservar la lista de poesía y se compromete a nunca cancelarla.,"contradiction
"
"Sin embargo, hay un premio de consolación para la humanidad.",El premio de consolación es una licuadora de dos velocidades gratis para todos.,"neutral
"
"Sin embargo, hay un premio de consolación para la humanidad.",Los humanos no tienen ventaja en esta situación.,"neutral
"
"Sin embargo, hay un premio de consolación para la humanidad.",Esto no es todas malas noticias para los humanos.,"entailment
"
"En estos lugares, los deportes no son los únicos eventos en los que hay apuestas.",También se aceptan apuestas sobre concursos políticos y elecciones en estos sitios.,"entailment
"
"En estos lugares, los deportes no son los únicos eventos en los que hay apuestas.",Esos lugares sólo aceptan apuestas sobre eventos deportivos.,"contradiction
"
"En estos lugares, los deportes no son los únicos eventos en los que hay apuestas.",Estos sitios se llevan lo mejor de varias actividades.,"neutral
"
"El 25 de agosto, después de que se inaugurase la convención democrática en Atlantic City, N. J. Johnson, que tenía entonces 56 años, amenazó en tres conversaciones grabadas con retirarse de la carrera presidencial.",Johnson sintió una falta de apoyo.,"entailment
"
"El 25 de agosto, después de que se inaugurase la convención democrática en Atlantic City, N. J. Johnson, que tenía entonces 56 años, amenazó en tres conversaciones grabadas con retirarse de la carrera presidencial.",Johnson nunca pensó en retirarse.,"contradiction
"
"El 25 de agosto, después de que se inaugurase la convención democrática en Atlantic City, N. J. Johnson, que tenía entonces 56 años, amenazó en tres conversaciones grabadas con retirarse de la carrera presidencial.",Johnson amenazó con retirarse.,"entailment
"
Lamar Alexander se retiró de su candidatura presidencial.,Al menos una persona renunció a intentar ser presidente.,"entailment
"
Lamar Alexander se retiró de su candidatura presidencial.,Lamar Alexander se negó a renunciar a su campaña presidencial.,"contradiction
"
Lamar Alexander se retiró de su candidatura presidencial.,El Sr. Alexander se vio obligado a abandonar después de que se publicaran fotos vergonzosas de él.,"neutral
"
"Además de este lamentable récord respecto a la libertad civil también existe el uso indebido del FBI en una investigación propia de una oficina de viajes de la Casa Blanca, y lo que se ha denominado como Filegate.",La Casa Blanca tiene al FBI espiando a los candidatos políticos.,"neutral
"
"Además de este lamentable récord respecto a la libertad civil también existe el uso indebido del FBI en una investigación propia de una oficina de viajes de la Casa Blanca, y lo que se ha denominado como Filegate.",La Casa Blanca hace un uso incorrecto del FBI.,"entailment
"
"Además de este lamentable récord respecto a la libertad civil también existe el uso indebido del FBI en una investigación propia de una oficina de viajes de la Casa Blanca, y lo que se ha denominado como Filegate.",La Casa Blanca usa el FBI apropiadamente.,"contradiction
"
"Tung ha prometido tomar medidas enérgicas contra los especuladores inmobiliarios, pero muchos piensan que perro ladrador, poco mordedor.",Tung no se preocupa por los especuladores de propiedades.,"contradiction
"
"Tung ha prometido tomar medidas enérgicas contra los especuladores inmobiliarios, pero muchos piensan que perro ladrador, poco mordedor.",Tung cree que los especuladores inmobiliarios están actuando de forma poco ética.,"neutral
"
"Tung ha prometido tomar medidas enérgicas contra los especuladores inmobiliarios, pero muchos piensan que perro ladrador, poco mordedor.",Tung quiere influenciar a los especuladores de propiedades.,"entailment
"
"Las quejas cubrían problemas de equipaje, azafatas, vuelos misteriosamente cancelados, atrocidades cometidas, etc.",10 personas perdieron el equipaje.,"neutral
"
"Las quejas cubrían problemas de equipaje, azafatas, vuelos misteriosamente cancelados, atrocidades cometidas, etc.",La gente se quejaba del equipaje.,"entailment
"
"Las quejas cubrían problemas de equipaje, azafatas, vuelos misteriosamente cancelados, atrocidades cometidas, etc.",No hubo ninguna queja en absoluto.,"contradiction
"
"Lawrence Singleton, un famoso violador que amputó los antebrazos de sus víctimas y luego pasó solo ocho años en prisión, ha sido detenido por apuñalar hasta la muerte de otra mujer en Florida.","Después de cortar los antebrazos de sus víctimas, intentó esconderlos en un bote de basura.","neutral
"
"Lawrence Singleton, un famoso violador que amputó los antebrazos de sus víctimas y luego pasó solo ocho años en prisión, ha sido detenido por apuñalar hasta la muerte de otra mujer en Florida.",Para todos era obvio que su tiempo en prisión lo había rehabilitado por completo.,"contradiction
"
"Lawrence Singleton, un famoso violador que amputó los antebrazos de sus víctimas y luego pasó solo ocho años en prisión, ha sido detenido por apuñalar hasta la muerte de otra mujer en Florida.",El señor Singleton es un violador condenado en Florida.,"entailment
"
Charles Lane de la Nueva República dice que las noticias de un secuestro se extienden al informe de periodismo deshonesto de Gabriel García Marquez,Charles Lane es un periodista.,"neutral
"
Charles Lane de la Nueva República dice que las noticias de un secuestro se extienden al informe de periodismo deshonesto de Gabriel García Marquez,Charles Lane vendió coches.,"neutral
"
Charles Lane de la Nueva República dice que las noticias de un secuestro se extienden al informe de periodismo deshonesto de Gabriel García Marquez,Charles Lane ganó un premio Pulitzer.,"neutral
"
La corte no es el único circo político en Washington esta mañana.,El palacio de justicia no es el único lugar político de Washington.,"entailment
"
La corte no es el único circo político en Washington esta mañana.,El jarnada política probablemente comience por la mañana.,"neutral
"
La corte no es el único circo político en Washington esta mañana.,Hay un circo en el juzgado con payasos.,"neutral
"
"Uno puede imaginarse a un conductor de excavadora mientras pavimenta un camino para un nuevo desarrollo al que aclama el desarrollador Hey, Loyd...",Puedes imaginar a un operador de bulldozer arrancando una excavadora.,"entailment
"
"Uno puede imaginarse a un conductor de excavadora mientras pavimenta un camino para un nuevo desarrollo al que aclama el desarrollador Hey, Loyd...",Puedes imaginar el operador de una excavadora.,"entailment
"
"Uno puede imaginarse a un conductor de excavadora mientras pavimenta un camino para un nuevo desarrollo al que aclama el desarrollador Hey, Loyd...",No puedes imaginar un operador de bulldozer.,"contradiction
"
Informé de esto en una carta al Dr. Algo que pareció divertirlo y me envió un pequeño pastel de frutas esa Navidad.,Estoy seguro que el doctor recibió la carta que le envié.,"entailment
"
