premise,hypothesis,gpt_reply
"A’líko pe kinána ma ne kulínaki ta chitúlami, a’lí rawé mapu riká tási suwíba.",Okuá hora echoná ne asíbaki.,neutral
"A’líko pe kinána ma ne kulínaki ta chitúlami, a’lí rawé mapu riká tási suwíba.",Wilimina ne ku’línali ta chitúlami.,entailment
"Echi ko tuberculosis nayúli, nejé tásicho machiyé mapu chiriká ju.",Tási machíli mapu nokí mukúli tubierculosis nayúka.,neutral
"Echi ko tuberculosis nayúli, nejé tásicho machiyé mapu chiriká ju.",Tási machíli mapu tubierculosis nayúli.,entailment
"Echi ko tuberculosis nayúli, nejé tásicho machiyé mapu chiriká ju.",We a’lá machíli mapu tuberculosis nayúli.,contradiction
"Machiká, waminá re’pá inárusa a’lí ke nirúlisa iwiká, a mi mukuméa, wamí re’páko ma cha rikácho ináro iwiká.",Motori jiwérala sinibí mi me’ama o’kótisaka.,neutral
"Machiká, waminá re’pá inárusa a’lí ke nirúlisa iwiká, a mi mukuméa, wamí re’páko ma cha rikácho ináro iwiká.",Chikócho ikí betéamicho newalé malí mili betéami.,neutral
"Machiká, waminá re’pá inárusa a’lí ke nirúlisa iwiká, a mi mukuméa, wamí re’páko ma cha rikácho ináro iwiká.",Wabé re’pá simíachi ku chiyenacho betámi nakí.,neutral
"We sapú ne chótali, piri, okuá kuruwi yua ne uché benéli ajarécho namúti echona.","Tási ne benériluri, pe kilíi ne benésika a’lí na machíki mapu a bachá simísimi.",neutral
"We sapú ne chótali, piri, okuá kuruwi yua ne uché benéli ajarécho namúti echona.","Okuá kúruwi nejé yua benéki, ralinéawachi nejé nocháma.",neutral
"We sapú ne chótali, piri, okuá kuruwi yua ne uché benéli ajarécho namúti echona.",Okuá tamí benériki.,contradiction
"Bilé karéwiala ju, nalí ku karéwika cho kíti ko ga’lá sebáma.",Échi anáwala ko tási natéami ke.,neutral
"Bilé karéwiala ju, nalí ku karéwika cho kíti ko ga’lá sebáma.",Échi anáwala ko ma we’káma mujé na’páchalachi.,neutral
"Bilé karéwiala ju, nalí ku karéwika cho kíti ko ga’lá sebáma.",Échi anáwilia ku karépa acha ga’lá ka.,contradiction
"Pe échibi kimakoi ciento osá makói okuá níili, mapu siné ku ucháiru regulador ichéala.",Chabé martes ne karéwiki échi i’chéala.,neutral
"Pe échibi kimakoi ciento osá makói okuá níili, mapu siné ku ucháiru regulador ichéala.",Nejé ko kimakoi ciento osá makói okuá ke,entailment
"Pe échibi kimakoi ciento osá makói okuá níili, mapu siné ku ucháiru regulador ichéala.",Ke siné ne kimakoi ciento osá makói okuá níili.,entailment
Tási machíli chu aniwáami ju niwíkiami. Tasi machílicho mapu niwíli.,"Mukíko tási machíli mapu ma niwísaka ke sinéti ku uméri rojáa, chukoré tási machíli jepuká ju.",neutral
Tási machíli chu aniwáami ju niwíkiami. Tasi machílicho mapu niwíli.,Tási machíli chu olá chikíli.,contradiction
Tási machíli chu aniwáami ju niwíkiami. Tasi machílicho mapu niwíli.,A machíli chu riká bakíli échi yua.,neutral
Tamujeko echoná mo’íki.,Osá nayó inárachita mo’ibóa riké,entailment
Tamujeko echoná mo’íki.,Mo’ibóa riké.,neutral
Tamujeko echoná mo’íki.,Ke sinéti ta mo’ibóa riké.,neutral
"Mapu riké tási ritémalaka, pe kilíi neráa, a mu machiká chu riká nalí nichukéwipa kuuchi, ajarecho ritémala kítira.",Suwába chopi riká nichukéwiliwi apalochala ko.,neutral
"Mapu riké tási ritémalaka, pe kilíi neráa, a mu machiká chu riká nalí nichukéwipa kuuchi, ajarecho ritémala kítira.",Cha rikácho inéluwi échi kúuchi apalochuwala.,neutral
"Mapu riké tási ritémalaka, pe kilíi neráa, a mu machiká chu riká nalí nichukéwipa kuuchi, ajarecho ritémala kítira.",Jaréala usúwala ko we risóa olairu echi kúuchi chókami káachi.,neutral
"Pe echi riká ke, si’púcha ko ma ekaníki eká púchili.",Si’púchako ne mi chipera ikiyé ekasáka.,neutral
"Pe echi riká ke, si’púcha ko ma ekaníki eká púchili.","Téli ke tá sipúcha, ináraachi ekaníi.",entailment
"Pe echi riká ke, si’púcha ko ma ekaníki eká púchili.",Tási ekayé pe ke chibi ikiyé si’púcha ko.,neutral
"Juli, pe wi’lí ne nóchaki jenaí ko, natéami nócha.",Maniwími neráa ne bilé nóchali we natéamichi si nóchali.,neutral
"Juli, pe wi’lí ne nóchaki jenaí ko, natéami nócha.",Wabé betéamichi ne nóchali.,neutral
"Juli, pe wi’lí ne nóchaki jenaí ko, natéami nócha.",Tási sinéti ne nóchaki wabé betéamichi.,neutral
"Nalí… pe mekabé e’peréili Augusta anelíachi pe waminácho, Evans anelíachi, a bijí chanelíachi ju. Weká e’peré kíta retémala echoná.",Osá makói retémala epereili echoná Evans anelíachi.,entailment
"Nalí… pe mekabé e’peréili Augusta anelíachi pe waminácho, Evans anelíachi, a bijí chanelíachi ju. Weká e’peré kíta retémala echoná.",Atlanta anelíachi e’peréli.,neutral
"Nalí… pe mekabé e’peréili Augusta anelíachi pe waminácho, Evans anelíachi, a bijí chanelíachi ju. Weká e’peré kíta retémala echoná.",Pe okuáa e’peré Evans anelíachi.,entailment
"Kíni rijimáko bijísi je aní: isiíni mapu iyiri u’sú ju, pe chibi mu aníami ju tasi ga’lá machiká chu riká ju.",Kíni rijimá je aníli mapu nejé jarecho kawéliami ju.,entailment
"Kíni rijimáko bijísi je aní: isiíni mapu iyiri u’sú ju, pe chibi mu aníami ju tasi ga’lá machiká chu riká ju.",Kíni rijimá je aniyé mapu ne ke me ga’lá ju.,neutral
"Kíni rijimáko bijísi je aní: isiíni mapu iyiri u’sú ju, pe chibi mu aníami ju tasi ga’lá machiká chu riká ju.",Kíni rijimá ko je aniyé mapu nejé tasi mapu iyíri kíni usáwa ju.,neutral
A’líko pe kináana kulíwami kalírilita simíami.,"Waminá biléana paischita simíbali, echoná newáiru bilécho kalí.",neutral
A’líko pe kináana kulíwami kalírilita simíami.,Wa’lú kalírilita kulíwamichita e’peréi.,neutral
A’líko pe kináana kulíwami kalírilita simíami.,Echoná biléana bitichípita e’peréli sinibísi.,neutral
"Je iriká atiké nejéko, juu, ga’lá ju, ma mu machí, je iriká.","Ruyé mapu tási kálelíwi, sinibísi wabé chijúniwi.",neutral
"Je iriká atiké nejéko, juu, ga’lá ju, ma mu machí, je iriká.","Je ni aníki, mapu nejé kulíwaami wikaráliami a ba’óri.",neutral
"Je iriká atiké nejéko, juu, ga’lá ju, ma mu machí, je iriká.",Ma ga’lá katui nejé.,neutral
"Yókiala baweráala ne sinépi neráa si’nú kayénali, sitákami kayenáma siyónami níisa bacháko.",Yókiwami si’nú neráa kayéna.,entailment
"Yókiala baweráala ne sinépi neráa si’nú kayénali, sitákami kayenáma siyónami níisa bacháko.","Yókiwami ko, a mu machisáre chu iyiri ju ratáami, echi riká tási umerowa anáwia.",neutral
"Yókiala baweráala ne sinépi neráa si’nú kayénali, sitákami kayenáma siyónami níisa bacháko.",Yókiwami ko chókami ju sinibí.,entailment
"Jiyáwiti ne ko’áki, we sapúka a’líko échi bakíli, chijonsa ma tamí yua ko’áli.",Pizza ne ko’áki okuná minuto isíka.,neutral
"Jiyáwiti ne ko’áki, we sapúka a’líko échi bakíli, chijonsa ma tamí yua ko’áli.","Ne kíili ne ko’áki, echi riká tási ne nayúma.",neutral
"Jiyáwiti ne ko’áki, we sapúka a’líko échi bakíli, chijonsa ma tamí yua ko’áli.",Ne sa’pú ne ko’áki.,neutral
Kíni chi’éla rosákamicho chu’éami ke.,Chi’éla ko rosákamicho chu’éami ke.,entailment
Kíni chi’éla rosákamicho chu’éami ke.,Chiéala ko sueco ke.,neutral
Kíni chi’éla rosákamicho chu’éami ke.,Binilá ko tási kunéami ke.,neutral
"Pe ariká, bilé namúti anáwiami re’pá jónsa nóchami O2 anelíwa.",Kulíwaami anáwiami regulador newáli.,neutral
"Pe ariká, bilé namúti anáwiami re’pá jónsa nóchami O2 anelíwa.","Kulíwaami anáwiami regulador newáli, re’pá rewekáchi jónsa nochália echonáti.",neutral
"Pe ariká, bilé namúti anáwiami re’pá jónsa nóchami O2 anelíwa.",Tási machiyé ariká bilé regulador newayá eká mo’elíami.,contradiction
"Las vegas anelíachita simíbaki a’lí nejé rúki, mapu rikácho Washington, mulibí simáruka Las Vegas anelíachi.",Tási sinéti ne simíki las Vegas.,neutral
"Las vegas anelíachita simíbaki a’lí nejé rúki, mapu rikácho Washington, mulibí simáruka Las Vegas anelíachi.","Wabé ne nócha Las Vegas anelíachi, ayenacho Washington.",neutral
"Las vegas anelíachita simíbaki a’lí nejé rúki, mapu rikácho Washington, mulibí simáruka Las Vegas anelíachi.",Okoná Ciudadchi taxista ne ke.,neutral
"Juli, nayó, we kanílika níili.",¡tási ne kalé benelíachi!,neutral
"Juli, nayó, we kanílika níili.","We ni kaníli beneyá cuarto, echonáko osá chokéamita buyái re’ésia.",neutral
"Juli, nayó, we kanílika níili.",A ne kaníli cuarto beneyá.,neutral
"Oselí katewáliachi ju, mapu riká weká kochíluwa sinútami, a machiká ibíli kochílwa mapu riká ibíli oselí ju, sinútami.",Bilé oselí wisúla uchúwi taráliami número.,neutral
"Oselí katewáliachi ju, mapu riká weká kochíluwa sinútami, a machiká ibíli kochílwa mapu riká ibíli oselí ju, sinútami.","Rojanáala oselí, ne wiká namúti osirúa uchúwi.",neutral
"Oselí katewáliachi ju, mapu riká weká kochíluwa sinútami, a machiká ibíli kochílwa mapu riká ibíli oselí ju, sinútami.","Oselí suwába tamó riwíri chu ikpípu namúti uchúwi osirúa, wenomíma níisaka.",neutral
Binói mu machí chu riká mu newára.,"Binói mu machí, acha mujé binói newáma, jaré ma mu nulémire.",neutral
Binói mu machí chu riká mu newára.,Binói mu machí chu riká mu newára.,entailment
Binói mu machí chu riká mu newára.,Nejé machináli ne a’lá chu riká mu newáma.,neutral
Waminá simíbali Mallard Creek en Charlotte anelíachi.,Kalí newáli waminá Mallard Creek anelíachi.,neutral
Waminá simíbali Mallard Creek en Charlotte anelíachi.,Tási sinéti simpibali waminá Charlotte anelíachi.,entailment
Waminá simíbali Mallard Creek en Charlotte anelíachi.,Pe kináana ko Mallard Creek e’peréili.,neutral
"Echi ko bilé ministro nolá níili,échiko níwi, weká namúti wasá, ajarecho namúti shi, we’ ga’lá e’pereili we’lési a’lí si’néami we kalelíwi.",Onoláko we amachíami ke biléana re’obáchi.,neutral
"Echi ko bilé ministro nolá níili,échiko níwi, weká namúti wasá, ajarecho namúti shi, we’ ga’lá e’pereili we’lési a’lí si’néami we kalelíwi.",Tási sinéti amachíami ke re’obáchi échi onoláko.,neutral
"Echi ko bilé ministro nolá níili,échiko níwi, weká namúti wasá, ajarecho namúti shi, we’ ga’lá e’pereili we’lési a’lí si’néami we kalelíwi.",Onoláko re’obáchi amachíami níili.,neutral
"A’lii, nejé tasi machiyé chu iriká ne nakí.",Tási ne machí échi ácha machinála chu rikó bujaní aseká simáliami.,neutral
"A’lii, nejé tasi machiyé chu iriká ne nakí.","Karka suwába ne ruyéki, ne a machiyé mapu échi ko a machináli.",neutral
"A’lii, nejé tasi machiyé chu iriká ne nakí.",Tási ne machiyé chu yena re’lebé rokóachi níma riké.,neutral
"A’lí si’nú neráa ju, ibíli ralámuli oselíchi uchúwi rewalá, mapu echoná raláami ju.",Échi ko tási namúti níwi oselí katewára.,neutral
"A’lí si’nú neráa ju, ibíli ralámuli oselíchi uchúwi rewalá, mapu echoná raláami ju.",Suwába karka oselí katewára muchúwi.,neutral
"A’lí si’nú neráa ju, ibíli ralámuli oselíchi uchúwi rewalá, mapu echoná raláami ju.",Katewára muchúwi oselí ónami níwala a’lí suwába oselí mapu néluwa shi.,neutral
"Je’náko omarúami ke, mapu echi tamí yáliko a wanátami níili, nóchali a, ma osámi ko pe chuwé tási karéwitami ke.",Osá si’nú aniká ruyé ra’íchali.,neutral
"Je’náko omarúami ke, mapu echi tamí yáliko a wanátami níili, nóchali a, ma osámi ko pe chuwé tási karéwitami ke.",Echi ko okoná riká aniyé a’lí nejéko a’lá newárami nalí nejéwiki.,neutral
"Je’náko omarúami ke, mapu echi tamí yáliko a wanátami níili, nóchali a, ma osámi ko pe chuwé tási karéwitami ke.",Echi ko sinépi ruyé chu riká a’líko pe u’chíbi ke osáalachi.,entailment
"Nalí tási Augusta anelíachi e’peréili, peréili… waminá… ma mu machí, Augusta ko pe taa ciudadchi ke, ajaréchoko wéli ciudadchi e’peré mapu rikácho ju, August ke ne we’lési ju.",Makói mili pakótami e’peré Augusta anelíachi.,entailment
"Nalí tási Augusta anelíachi e’peréili, peréili… waminá… ma mu machí, Augusta ko pe taa ciudadchi ke, ajaréchoko wéli ciudadchi e’peré mapu rikácho ju, August ke ne we’lési ju.",Augusta tási wa’lú ciudad ju.,entailment
"Nalí tási Augusta anelíachi e’peréili, peréili… waminá… ma mu machí, Augusta ko pe taa ciudadchi ke, ajaréchoko wéli ciudadchi e’peré mapu rikácho ju, August ke ne we’lési ju.",Augusta sulálachi ne betéili.,neutral
Ma suwíbachi bilé mili kimakoi ciento waminá okuá a’lí ne juláiru waminá Washington anelíachi.,Waminá DC ne juláiru.,entailment
Ma suwíbachi bilé mili kimakoi ciento waminá okuá a’lí ne juláiru waminá Washington anelíachi.,Sontarusi ko jiyáwiti tamí júlaki echimí.,neutral
Ma suwíbachi bilé mili kimakoi ciento waminá okuá a’lí ne juláiru waminá Washington anelíachi.,Africa ne juláiru.,contradiction
"Mapu a’lí ku cha’píiru we’é, wamináta simíbaki Concord anelíachi, echonáko tási nakíluwa mapu namúti jákami shi e’perélima, rojanárachi ju we’é, ariká suwiméale tamó bukúla jákami.",Tamó e’perélachi Concord anelíachi tási nakíluwi mapu namúti bukélima.,entailment
"Mapu a’lí ku cha’píiru we’é, wamináta simíbaki Concord anelíachi, echonáko tási nakíluwa mapu namúti jákami shi e’perélima, rojanárachi ju we’é, ariká suwiméale tamó bukúla jákami.",Tamó e’perélachi Concord anelíachi besá makói acres nirú a’lí weká namúti jákami shi.,neutral
"Mapu a’lí ku cha’píiru we’é, wamináta simíbaki Concord anelíachi, echonáko tási nakíluwa mapu namúti jákami shi e’perélima, rojanárachi ju we’é, ariká suwiméale tamó bukúla jákami.",Suwába tamó bukúla ralinéaliru mapu a’lí Concord anelíachita simába.,entailment
"Chukoré, chijába, echi kítira jípiko ma chijákata juláiru waminá Kadina anelíachi waminá Okinawa, bilé mili kimakoi ciento usánisa makoi osá nayó inárachi bamíbali.",Ma i’nísika simíbali jiwéraami bilé mili kimakoi ciento usánisa makoi osá nayó inárachi bamíbali.,entailment
"Chukoré, chijába, echi kítira jípiko ma chijákata juláiru waminá Kadina anelíachi waminá Okinawa, bilé mili kimakoi ciento usánisa makoi osá nayó inárachi bamíbali.",Ariká tasi wési juláari echimí.,contradiction
"Chukoré, chijába, echi kítira jípiko ma chijákata juláiru waminá Kadina anelíachi waminá Okinawa, bilé mili kimakoi ciento usánisa makoi osá nayó inárachi bamíbali.",Toroka ra’néaliami a’péami a ta júali Japón bilé mili kimakoi ciento usánisa makoi osá nayó inárachi bamíbali.,neutral
Tamí anéki mapu ne chiyíri newalé a’líko mapu ne jípi newalé.,Aní mapu ne umero ku nijía echi namúti mapu a’lí nísare.,neutral
Tamí anéki mapu ne chiyíri newalé a’líko mapu ne jípi newalé.,Aniyé mapu ne suwiníma nóchali proyecto okuá hora ináraachi a’lí.,neutral
Tamí anéki mapu ne chiyíri newalé a’líko mapu ne jípi newalé.,Aniyé mapu ne jiyáwiti ju.,neutral
Ma ku simíli a’lí je aniyé mapu ne ke chibi inílima.,"Tamí anéki mapu nejé natáma, echi benelíiwami we a’lá ju.",neutral
Ma ku simíli a’lí je aniyé mapu ne ke chibi inílima.,"Aniyé, mapu nejé ke chibi inílima.",entailment
Ma ku simíli a’lí je aniyé mapu ne ke chibi inílima.,Aniyé mapu ma ne majajásaré.,neutral
"Je’ná ju, á mu machí. Nibí a mu karú ikí.",A mu cha ikisáre.,neutral
"Je’ná ju, á mu machí. Nibí a mu karú ikí.",¡ga’lá mu asiméa!,neutral
"Je’ná ju, á mu machí. Nibí a mu karú ikí.","A mu karú ikiméa, ku mi melába mujé betélachi",entailment
"Kíni iyéko tási kalelíwi sinéwi chokichí, a’lí pe wachimá nijíiru mapu riká meká wasachí nocháripa, ajaré kúuchi ko tási nóchali waminá wasachí.",Nejé iyéla ko sunú a’lí algodón wíka nóchali.,neutral
"Kíni iyéko tási kalelíwi sinéwi chokichí, a’lí pe wachimá nijíiru mapu riká meká wasachí nocháripa, ajaré kúuchi ko tási nóchali waminá wasachí.","Kíni iyéko we nichukéami ke, echi riká ke sinéti nóchali.",neutral
"Kíni iyéko tási kalelíwi sinéwi chokichí, a’lí pe wachimá nijíiru mapu riká meká wasachí nocháripa, ajaré kúuchi ko tási nóchali waminá wasachí.",Kíni iyéko waminá meká nóchali.,neutral
"A mu machí, suwiníka, a mu machí. Ajaré pakótami náruliru, ibíli ralámuli a’lí umukí, tási wési machíli kúmi muchúwi, ariká mu a pei machí, ariká ku kaílika peréili anisáa mapu ke sinéti che riwiméa Joé rewéami.",Joe binéli olayé llave erápuala kalí mapu o’ná isábusare.,neutral
"A mu machí, suwiníka, a mu machí. Ajaré pakótami náruliru, ibíli ralámuli a’lí umukí, tási wési machíli kúmi muchúwi, ariká mu a pei machí, ariká ku kaílika peréili anisáa mapu ke sinéti che riwiméa Joé rewéami.","Chukoré wesabé iwérali ta nokayé, Joe tási námuli ra’amália mapu kiná ma ke ra’icháma.",contradiction
"A mu machí, suwiníka, a mu machí. Ajaré pakótami náruliru, ibíli ralámuli a’lí umukí, tási wési machíli kúmi muchúwi, ariká mu a pei machí, ariká ku kaílika peréili anisáa mapu ke sinéti che riwiméa Joé rewéami.","Siné rawé, joe ma ku simíli, we wési machíli kúmi riká simíli.",neutral
Je ni anéki nejé rijimála níwala ju.,Kíni rijimá ne chewáki.,contradiction
Je ni anéki nejé rijimála níwala ju.,Nejé níwala ju je ni aníki.,contradiction
Je ni anéki nejé rijimála níwala ju.,Kíni rijimá níwala ju échi kochí je ni anéki.,entailment
"A’lí iyéla je aníli, bachámi i’nénali kini iyé a’lí je aníli: amapu riká échi iyéna.",Echi ko aníli mapu iyéla ayenacho rekéchaka simí.,contradiction
"A’lí iyéla je aníli, bachámi i’nénali kini iyé a’lí je aníli: amapu riká échi iyéna.",Echi ko aníli mapu iyéla chikócho riká simí.,neutral
"A’lí iyéla je aníli, bachámi i’nénali kini iyé a’lí je aníli: amapu riká échi iyéna.","Aníli mapu iyéla tási uméru simiyá, pe atikárua nayúa.",neutral
"Jápa, echi ko sewá sewalá bochíwia atí a’líko né tási machiyé chu riká níima chijónsa.",Tási ne machiyé mapu we nayúnama.,entailment
"Jápa, echi ko sewá sewalá bochíwia atí a’líko né tási machiyé chu riká níima chijónsa.",Tási ne machiyé chu ikiméa echi mukí.,neutral
"Jápa, echi ko sewá sewalá bochíwia atí a’líko né tási machiyé chu riká níima chijónsa.",Nejé a machiyé chu ikiméa échi mukí chisílachi.,neutral
"Ju, a che namú ikíli, a natéami ne mayé, a ku newalaká chu riká ke kini rijimá kítira, a’lí chiriká níili kuwána e’pó nejé a betélachi.",Nejé tási namúti newalá échi kalí kítira.,entailment
"Ju, a che namú ikíli, a natéami ne mayé, a ku newalaká chu riká ke kini rijimá kítira, a’lí chiriká níili kuwána e’pó nejé a betélachi.",A ne newalá mapu nejé aminá kuáwana kíni bitélachi ajaré semátali ne napabúki.,neutral
"Ju, a che namú ikíli, a natéami ne mayé, a ku newalaká chu riká ke kini rijimá kítira, a’lí chiriká níili kuwána e’pó nejé a betélachi.",Kuni newalá namúti ikíli namúti kuwana kíni betélachi.,neutral
"Suwába we risirúami ju a’lí si’néami anárika nátaka simáro jípi, mapu riká, tási ne machí chu riká ne oláma, a’lí chu riká níima bajíma, chiriká olá.",Tási machíli chu riká newáma échi nóchali mapu nuléiru jípi.,contradiction
"Suwába we risirúami ju a’lí si’néami anárika nátaka simáro jípi, mapu riká, tási ne machí chu riká ne oláma, a’lí chu riká níima bajíma, chiriká olá.","Nejé ruyéiri mapu echoná nocháalachi fusibles cha ikíli, nalí tási ne machí échi clabé kítira nócha luz sebariala.",neutral
"Suwába we risirúami ju a’lí si’néami anárika nátaka simáro jípi, mapu riká, tási ne machí chu riká ne oláma, a’lí chu riká níima bajíma, chiriká olá.","Jípi nejé tániliru mapu pe jípibi nulerámi newáma nóchali, mapu ni a wabé machí.",neutral
"A’lí jípi ko, jenaí atíki, jípi nakí.",Aní mapu nejé chuwé rawé riwiméa.,neutral
"A’lí jípi ko, jenaí atíki, jípi nakí.",Aní mapu ne jípi a olánali.,neutral
"A’lí jípi ko, jenaí atíki, jípi nakí.","Aní mapu ma naréali oselí proyecto, kecho malí ináraachi alíi.",neutral
"A’lí, tási kanílika, arikáta biléana simíali.",Uchécho siné nalí ku simábali.,neutral
"A’lí, tási kanílika, arikáta biléana simíali.",Wamináta simíbali biléana estadochi bilé mili kimakói ciento waminá okuá ináraachi bamíbali.,neutral
"A’lí, tási kanílika, arikáta biléana simíali.",Ke uché sinétita ku natépali a’lí jónsa.,neutral
"Tási me a’lá ne machiyé mukí Faulk rewéami, échi ko osá nayósa makói bamíba, a’labé mukí ke, pe osá ne rewáli alé, nalí weni chujéli échi riwisáa.","A ne retewá pe isíni retewá échi mukí Faulk rewéami, nalí tási ne a’lámachí.",neutral
"Tási me a’lá ne machiyé mukí Faulk rewéami, échi ko osá nayósa makói bamíba, a’labé mukí ke, pe osá ne rewáli alé, nalí weni chujéli échi riwisáa.",Nejéko ne mulípi neráa machiyé mukí Faulk rewéami.,contradiction
"Tási me a’lá ne machiyé mukí Faulk rewéami, échi ko osá nayósa makói bamíba, a’labé mukí ke, pe osá ne rewáli alé, nalí weni chujéli échi riwisáa.",Mukí Faul rewéami sibibí bilé toroka sawarówami aséka simíli nochásia.,contradiction
"Tamujé e’peréili osá nayósa makói malí Mallard Creek anelíachi, jípi ko nayó ciento osá makoi malí, echoná jónsata biléanata na’kulíwaki.",Kalí siyónachita e’peréili.,neutral
"Tamujé e’peréili osá nayósa makói malí Mallard Creek anelíachi, jípi ko nayó ciento osá makoi malí, echoná jónsata biléanata na’kulíwaki.",Echonáta e’peréli weká bamíbali.,contradiction
"Tamujé e’peréili osá nayósa makói malí Mallard Creek anelíachi, jípi ko nayó ciento osá makoi malí, echoná jónsata biléanata na’kulíwaki.",Pe okuábi tarálita e’peréili echona.,neutral
"Norawa, mapu riké okuánatami ka mujé.",Ke kaníli pemi yoa iníli.,neutral
"Norawa, mapu riké okuánatami ka mujé.","Walúala ko we kaníli, wecha wabém lowíamtri níili.",neutral
"Norawa, mapu riké okuánatami ka mujé.",Walúala ko ga’lá kilíi ke nalí sinibísi nóchaka.,neutral
"Wabé ochérami ju, simírami kíni onolá nísati.",Echi ko osá makói kicháo bamíbali bacháwami ju tamí kítira.,neutral
"Wabé ochérami ju, simírami kíni onolá nísati.",Échi ko wabé táa ju tamí kítira.,neutral
"Wabé ochérami ju, simírami kíni onolá nísati.",Échi ko wa’lú ju tamí kítira.,contradiction
"Chachékata muchúwi a’lí onoruami, tási ne machí kilípi nalí.",Ke ni machí kilípi anacháma.,contradiction
"Chachékata muchúwi a’lí onoruami, tási ne machí kilípi nalí.",Ke ni machí kilípi anacháma je’ná ra’íchali.,entailment
"Chachékata muchúwi a’lí onoruami, tási ne machí kilípi nalí.",Wilímina ju nayó kayámti a’lí makói ka’é neráako.,neutral
"Chiyéna ko nejé ke tási me kaníli echoná asaká, we ni risiyé echia’lí.","¡nejé ko we kaníli, we ka’lá isábuka.",neutral
"Chiyéna ko nejé ke tási me kaníli echoná asaká, we ni risiyé echia’lí.","We ne jiyáwiti buyéki kanílio ruyá, échi ko rapakónala nawása a’lá níili.",neutral
"Chiyéna ko nejé ke tási me kaníli echoná asaká, we ni risiyé echia’lí.","Ne jiyáwiti nejé we kanílinali, echi mukí ma echoná asáli.",neutral
Mapu riká kíta iyélako wabé namúti kítira tamujé tibúami ju.,Ajaré iyéla namúti rikámti chati néami ju.,contradiction
Mapu riká kíta iyélako wabé namúti kítira tamujé tibúami ju.,Ajaré iyéla ko tási bají ajarécho owáami.,contradiction
Mapu riká kíta iyélako wabé namúti kítira tamujé tibúami ju.,Nanako ajaré drogas néami ju.,neutral
"Julí, we ga’lá ju, u’kuyá wilí jípi rawé.",Ke ne chibi iníli u’kí kítira.,neutral
"Julí, we ga’lá ju, u’kuyá wilí jípi rawé.",We semáti ju a’lí u’kú.,neutral
"Julí, we ga’lá ju, u’kuyá wilí jípi rawé.",We cha iré ne simíraami ra’tábusa rayénali.,neutral
"We natikí mapu riká tamó jákami, nalí ácha ku umpaliale jaré ku wachína chakéna rujílachi.",Suwába jákami we natikí a’lí osá chokéami ga’lá ju checho ku chotália.,neutral
"We natikí mapu riká tamó jákami, nalí ácha ku umpaliale jaré ku wachína chakéna rujílachi.",Bilé jákami tási ku ówitami níima.,neutral
"We natikí mapu riká tamó jákami, nalí ácha ku umpaliale jaré ku wachína chakéna rujílachi.",We natéami ju tamujé jákami mapu ke tási chakéna rujíka e’perélipa.,neutral
"Juu, re’malí, ke mu ka’lá karéwili je’ná nóchali, cha re je’ná cable.",Ke sinéti nejé rewáki cha riká newárami nóchali cable simérika.,neutral
"Juu, re’malí, ke mu ka’lá karéwili je’ná nóchali, cha re je’ná cable.",Nochali cable nati newárami ke chibire.,contradiction
"Juu, re’malí, ke mu ka’lá karéwili je’ná nóchali, cha re je’ná cable.",Ma cha ikísimi ajaré namúti cable cha riká uchuchárami chokíla ju.,neutral
"We kaníltami ju, julí, weká namúti risencia alíwa.",Ke ne a’lá sébali ni machí bechi ga’lá kayámti ke kaníliami ju.,neutral
"We kaníltami ju, julí, weká namúti risencia alíwa.",Chu riká mu ka’lá nakíliru mapu ko’wáami a’lí bajíwami mu seméru waminá pachá.,entailment
"We kaníltami ju, julí, weká namúti risencia alíwa.",Ne karúre riwiwáa chu riká amíwa namúti.,neutral
"Julí, mapu riká ju, nejéko je aní, mapu a’lí ma mu siwinísare kayénia, chiyéna nóchaka echi kítira…biléana simásare basalówasia isábua.","Namúti raliwáa maputa newalé, okuá mili natikí.",neutral
"Julí, mapu riká ju, nejéko je aní, mapu a’lí ma mu siwinísare kayénia, chiyéna nóchaka echi kítira…biléana simásare basalówasia isábua.",We natikí napácha a’lí bataloni raliwáa nejé níwala.,neutral
"Julí, mapu riká ju, nejéko je aní, mapu a’lí ma mu siwinísare kayénia, chiyéna nóchaka echi kítira…biléana simásare basalówasia isábua.",Ke me natikí napácha a’lí bataloni raliwáa.,neutral
"Ju, pe ariká jípi ko kíni kúchuwa osá makói bilé a’lí osá makói nayó bamíba, a’líko tási ne.","ke me newaléru, kíni kúchuwa simíraami osá makói bamíbami ju.",neutral
"Ju, pe ariká jípi ko kíni kúchuwa osá makói bilé a’lí osá makói nayó bamíba, a’líko tási ne.","Ariká ne newámale, ma bela sébali sebári bamíbali.",neutral
"Ju, pe ariká jípi ko kíni kúchuwa osá makói bilé a’lí osá makói nayó bamíba, a’líko tási ne.","Ariká níimale, okuánika makói a’lí makói bilé bamíbami ju.",contradiction
¡nee je’ná ko ulérili ju!,Ulérili anelíachi ne nawáli.,neutral
¡nee je’ná ko ulérili ju!,Tási ne machí kúmi ju jenái.,neutral
¡nee je’ná ko ulérili ju!,Mi ne ruyé mapu Ulérili anelíachi ju.,entailment
"Juli, pakótami mapu nocháalachi muchísare, a’lí pe chuwé katuisuwa a jiyáwiti ra’íchaka bilé namú kítira natéami.","Juli, ajaré pakótami tási kalá nátaka katúiyami ju.",contradiction
